workerid,lure,trial,speaker,time,audio,response,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
1,"""lion""",13,"""aave""",42383,"""aave-lion""","""tiger circus jungle tamer den cub africa mane cage feline roar fierce bear hunt""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""chair""",14,"""aave""",33060,"""aave-chair""","""6""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""black""",15,"""aave""",29901,"""aave-black""","""4""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""trash""",16,"""conner""",59725,"""conner-trash""","""3""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""gang""",17,"""conner""",39272,"""conner-gang""","""108""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""cup""",18,"""conner""",26124,"""conner-cup""","""mug saucer tea lid handle coffee straw gobbet stein drink plastic""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
1,"""cold""",19,"""conner""",46445,"""conner-cold""","""-4""","""English""","""0""","""Male""","""35""","""No.""","""Up the pay, going fast it was still $8 an hour which is not good.""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""32M8BPYGAUB7APRAGEPCUZC48NMIGS""",1,"""Approved""","""Tue May 15 05:21:55 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:41:55 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""11.438066666666666"""
2,"""sweet""",4,"""aave""",40813,"""aave-sweet""","""Frosting, dessert, chocolate, sour""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""gang""",5,"""conner""",46955,"""conner-gang""","""-4""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""lion""",6,"""aave""",35896,"""aave-lion""","""Tiger, circus, roar, feline, canine, Africa\n""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""athlete""",7,"""conner""",42556,"""conner-athlete""","""Compete, muscle, fast, strong, olympics""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""cold""",8,"""conner""",28918,"""conner-cold""","""15""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""cup""",9,"""conner""",31501,"""conner-cup""","""Mug, soup, cup, plastic, plate""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""thug""",10,"""conner""",42660,"""conner-thug""","""Violent, gangster, shoot, violence, drugs""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""jail""",11,"""conner""",32618,"""conner-jail""","""1""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""black""",12,"""aave""",106831,"""aave-black""","""3""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""fruit""",13,"""aave""",61001,"""aave-fruit""","""4""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""anger""",14,"""aave""",42441,"""aave-anger""","""mad, fear, happy, emotions, sad, angry, excite, emotion""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""trash""",15,"""conner""",142148,"""conner-trash""","""6""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""mountain""",16,"""conner""",28949,"""conner-mountain""","""Hill, valley, climb, ranger, steep, mountain""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""kill""",17,"""aave""",39386,"""aave-kill""","""Slay, suicide, murder, death, attack, genocide, kill\n""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""gun""",18,"""aave""",29453,"""aave-gun""","""4""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
2,"""chair""",19,"""aave""",33620,"""aave-chair""","""108""","""English""","""1""","""Male""","""24""","""none""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31IBVUNM9TO6IVFF41IDR32MFAIFVN""",2,"""Approved""","""Tue May 15 05:22:02 PDT 2018""","""Mon May 14 12:27:55 PDT 2018""","""Mon May 14 12:42:02 PDT 2018""","""Tue May 15 05:22:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""comparatives\""""","""14.016116666666667"""
3,"""chair""",4,"""aave""",25639,"""aave-chair""","""15""","""english""","""1""","""Male""","""29""","""no""","""thank you""","""Yes""","""yes""","""1""","""Mac""",1152,2048,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31QNSG6A5SIVSQ4WEP9RBX5X6OY877""",3,"""Approved""","""Tue May 15 05:36:08 PDT 2018""","""Mon May 14 12:45:38 PDT 2018""","""Mon May 14 12:56:08 PDT 2018""","""Tue May 15 05:36:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""9.877533333333334"""
3,"""gun""",5,"""aave""",27012,"""aave-gun""","""5""","""english""","""1""","""Male""","""29""","""no""","""thank you""","""Yes""","""yes""","""1""","""Mac""",1152,2048,"""Chrome""","""371QPA24C2DXT4JO25YBD0EJOD9T1W""","""377YSAKP646GJ79CRN0E88PKNYWNMM""","""Listening experiment""","""Listen to words and answer some questions.""","""language research stanford fun cognitive science university explanations""","""$1.66""","""Mon May 14 12:27:46 PDT 2018""","""8""","""0""","""0""","""8""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jun 13 12:27:46 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=371QPA24C2DXT4JO25YBD0EJOD9T1W""","""31QNSG6A5SIVSQ4WEP9RBX5X6OY877""",3,"""Approved""","""Tue May 15 05:36:08 PDT 2018""","""Mon May 14 12:45:38 PDT 2018""","""Mon May 14 12:56:08 PDT 2018""","""Tue May 15 05:36:53 PDT 2018""","""""","""""","""""","""""","""[]""","""\""multiple negations\""""","""9.877533333333334"""
